sno,Rooms,Bathrooms,Area,Converted_Area,Dogs_allowed,Cats_allowed
5690,2,1.0,0,0.0,not allowed,not allowed
5691,1,1.0,0,0.0,not allowed,not allowed
5692,4,2.0,0,0.0,not allowed,not allowed
5693,1,1.0,0,0.0,not allowed,not allowed
5694,3,1.0,0,0.0,not allowed,not allowed
5695,2,1.0,0,0.0,not allowed,not allowed
5696,2,2.0,0,0.0,not allowed,not allowed
5698,2,1.0,0,0.0,not allowed,not allowed
5699,8,8.0,0,0.0,not allowed,not allowed
5700,8,8.0,0,0.0,not allowed,not allowed
5701,1,1.0,0,0.0,not allowed,not allowed
5702,5,2.0,0,0.0,not allowed,not allowed
5703,3,1.0,0,0.0,not allowed,not allowed
5704,2,1.0,0,0.0,not allowed,not allowed
5705,1,1.0,0,0.0,not allowed,not allowed
5706,5,2.0,0,0.0,not allowed,not allowed
5708,3,2.0,0,0.0,not allowed,not allowed
5709,2,2.0,0,0.0,not allowed,not allowed
5710,5,2.0,0,0.0,not allowed,not allowed
5711,2,1.0,0,0.0,not allowed,not allowed
5712,6,2.0,0,0.0,not allowed,not allowed
5713,2,2.0,750sf,750.0,not allowed,not allowed
5714,6,2.0,0,0.0,not allowed,not allowed
5715,3,1.0,0,0.0,not allowed,not allowed
5716,4,2.0,0,0.0,not allowed,not allowed
5717,1,1.0,0,0.0,not allowed,not allowed
5718,6,6.0,0,0.0,not allowed,not allowed
5719,2,2.0,0,0.0,not allowed,not allowed
5720,1,1.0,0,0.0,not allowed,not allowed
5722,1,1.0,592sf,592.0,not allowed,not allowed
5723,2,2.0,0,0.0,not allowed,not allowed
5724,6,6.0,0,0.0,not allowed,not allowed
5725,4,2.0,0,0.0,not allowed,not allowed
5726,3,1.0,0,0.0,not allowed,not allowed
5727,7,4.0,0,0.0,not allowed,not allowed
5728,4,2.0,0,0.0,not allowed,not allowed
5729,1,1.0,0,0.0,not allowed,not allowed
5730,2,2.0,0,0.0,not allowed,not allowed
5732,1,1.0,0,0.0,not allowed,not allowed
5733,3,2.0,0,0.0,not allowed,not allowed
5734,1,1.0,861sf,861.0,not allowed,not allowed
5735,9,4.0,0,0.0,not allowed,not allowed
5736,7,7.0,0,0.0,not allowed,not allowed
5737,4,2.0,0,0.0,not allowed,not allowed
5738,7,4.0,0,0.0,not allowed,not allowed
5739,6,2.0,0,0.0,not allowed,not allowed
5740,5,2.0,0,0.0,not allowed,not allowed
5741,1,1.0,0,0.0,not allowed,not allowed
5742,6,3.0,0,0.0,not allowed,not allowed
5743,1,1.0,0,0.0,not allowed,not allowed
5744,3,1.0,0,0.0,not allowed,not allowed
5746,2,1.0,0,0.0,not allowed,not allowed
5747,6,3.0,0,0.0,not allowed,not allowed
5748,3,1.0,0,0.0,not allowed,not allowed
5749,5,2.0,0,0.0,not allowed,not allowed
5750,2,1.0,0,0.0,not allowed,not allowed
5751,2,1.0,0,0.0,not allowed,not allowed
5752,3,1.0,0,0.0,not allowed,not allowed
5753,3,2.0,0,0.0,not allowed,not allowed
5754,1,1.0,700sf,700.0,not allowed,not allowed
5756,3,1.0,0,0.0,not allowed,not allowed
5757,6,6.0,0,0.0,not allowed,not allowed
5758,4,2.0,0,0.0,not allowed,not allowed
5759,5,2.0,0,0.0,not allowed,not allowed
5760,6,6.0,0,0.0,not allowed,not allowed
5761,6,6.0,0,0.0,not allowed,not allowed
5762,1,1.0,0,0.0,not allowed,not allowed
5763,6,4.0,0,0.0,not allowed,not allowed
5764,3,2.0,0,0.0,not allowed,not allowed
5765,4,1.0,0,0.0,not allowed,not allowed
5766,6,6.0,0,0.0,not allowed,not allowed
5767,4,4.0,0,0.0,not allowed,not allowed
5768,3,2.0,0,0.0,not allowed,not allowed
5770,2,2.0,0,0.0,not allowed,not allowed
5771,6,6.0,0,0.0,not allowed,not allowed
5772,7,2.0,0,0.0,not allowed,not allowed
5773,1,1.0,0,0.0,not allowed,not allowed
5774,5,2.0,0,0.0,not allowed,not allowed
5775,3,1.0,0,0.0,not allowed,not allowed
5776,6,3.0,0,0.0,not allowed,not allowed
5777,1,1.0,592sf,592.0,allowed,allowed
5778,9,6.0,0,0.0,not allowed,not allowed
5780,2,2.0,0,0.0,not allowed,not allowed
5781,2,2.0,0,0.0,not allowed,not allowed
5782,6,4.0,0,0.0,not allowed,not allowed
5783,2,1.0,0,0.0,not allowed,not allowed
5784,2,1.0,0,0.0,not allowed,not allowed
5785,2,1.0,0,0.0,not allowed,not allowed
5786,1,1.0,0,0.0,not allowed,not allowed
5787,5,3.0,0,0.0,not allowed,not allowed
5788,3,1.0,0,0.0,not allowed,not allowed
5789,3,3.0,0,0.0,not allowed,not allowed
5790,2,2.0,0,0.0,not allowed,not allowed
5791,3,2.0,0,0.0,not allowed,not allowed
5792,3,1.0,0,0.0,not allowed,not allowed
5794,6,2.0,0,0.0,not allowed,not allowed
5795,4,1.0,0,0.0,not allowed,not allowed
5796,7,7.0,0,0.0,not allowed,not allowed
5797,1,1.0,0,0.0,not allowed,not allowed
5798,3,1.0,0,0.0,not allowed,not allowed
5799,2,1.0,0,0.0,not allowed,not allowed
5800,1,1.0,538sf,538.0,allowed,allowed
5801,5,5.0,0,0.0,not allowed,not allowed
5802,3,1.0,0,0.0,not allowed,not allowed
5804,7,3.0,0,0.0,not allowed,not allowed
5805,6,3.0,0,0.0,not allowed,not allowed
5806,3,1.0,0,0.0,not allowed,not allowed
5807,6,6.0,0,0.0,not allowed,not allowed
5808,1,1.0,0,0.0,not allowed,not allowed
5809,5,2.0,0,0.0,not allowed,not allowed
5810,4,1.0,0,0.0,not allowed,not allowed
5811,8,3.0,0,0.0,not allowed,not allowed
5812,5,3.0,0,0.0,not allowed,not allowed
5813,4,1.0,0,0.0,not allowed,not allowed
5814,6,3.0,0,0.0,not allowed,not allowed
5815,2,2.0,0,0.0,not allowed,not allowed
5816,3,1.0,0,0.0,not allowed,not allowed
5818,1,1.0,0,0.0,not allowed,not allowed
5819,7,7.0,0,0.0,not allowed,not allowed
5820,6,6.0,0,0.0,not allowed,not allowed
5821,3,1.0,69m,742.716,allowed,allowed
5822,4,4.0,0,0.0,not allowed,not allowed
5823,1,1.0,0,0.0,not allowed,not allowed
5824,5,2.0,0,0.0,not allowed,not allowed
5825,6,6.0,0,0.0,not allowed,not allowed
5826,4,1.0,0,0.0,not allowed,not allowed
5828,3,1.0,0,0.0,not allowed,not allowed
5829,2,2.0,0,0.0,not allowed,not allowed
5830,3,2.0,0,0.0,not allowed,not allowed
5831,4,2.0,0,0.0,not allowed,not allowed
5832,6,6.0,0,0.0,not allowed,not allowed
5833,6,6.0,0,0.0,not allowed,not allowed
5834,4,2.0,0,0.0,not allowed,not allowed
5835,3,1.0,0,0.0,not allowed,not allowed
5836,3,1.0,0,0.0,not allowed,not allowed
5837,4,2.0,0,0.0,not allowed,not allowed
5838,4,1.0,0,0.0,not allowed,not allowed
5839,1,1.0,0,0.0,not allowed,not allowed
5840,7,3.0,0,0.0,not allowed,not allowed
5842,4,2.0,0,0.0,not allowed,not allowed
5843,2,1.0,0,0.0,not allowed,not allowed
5844,4,2.0,0,0.0,not allowed,not allowed
5845,6,1.0,82m,882.6479999999999,not allowed,not allowed
5846,1,1.0,0,0.0,not allowed,not allowed
5847,1,1.0,0,0.0,not allowed,not allowed
5848,2,2.0,0,0.0,not allowed,not allowed
5849,2,1.0,0,0.0,not allowed,not allowed
5850,4,1.0,0,0.0,not allowed,not allowed
5852,2,1.0,0,0.0,not allowed,not allowed
5853,1,1.0,0,0.0,not allowed,not allowed
5854,1,1.0,0,0.0,not allowed,not allowed
5855,8,4.0,0,0.0,not allowed,not allowed
5856,5,2.0,0,0.0,not allowed,not allowed
5857,2,2.0,0,0.0,not allowed,not allowed
5858,2,1.0,0,0.0,not allowed,not allowed
5859,2,2.0,0,0.0,not allowed,not allowed
5860,3,1.0,0,0.0,not allowed,not allowed
5861,3,1.0,0,0.0,not allowed,not allowed
5862,3,2.0,0,0.0,not allowed,not allowed
5863,1,1.0,0,0.0,not allowed,not allowed
5864,6,2.0,0,0.0,not allowed,not allowed
5866,1,1.0,0,0.0,not allowed,not allowed
5867,1,1.0,30m,322.91999999999996,not allowed,not allowed
5868,6,4.0,0,0.0,not allowed,not allowed
5869,2,1.0,65m,699.66,not allowed,not allowed
5870,3,3.0,0,0.0,not allowed,not allowed
5871,3,1.0,0,0.0,not allowed,not allowed
5872,1,1.0,0,0.0,not allowed,not allowed
5873,5,3.0,0,0.0,not allowed,not allowed
5874,2,1.0,0,0.0,allowed,allowed
5876,7,3.0,0,0.0,not allowed,not allowed
5877,6,6.0,0,0.0,not allowed,not allowed
5878,2,1.0,26m,279.864,not allowed,not allowed
5879,7,2.0,0,0.0,not allowed,not allowed
5880,1,1.0,0,0.0,not allowed,not allowed
5881,1,1.0,0,0.0,not allowed,not allowed
5882,12,12.0,0,0.0,not allowed,not allowed
5883,4,2.0,0,0.0,not allowed,not allowed
5884,6,3.0,0,0.0,not allowed,not allowed
5885,1,1.0,0,0.0,not allowed,not allowed
5886,1,1.0,0,0.0,not allowed,not allowed
5887,2,2.0,0,0.0,not allowed,not allowed
5888,5,2.0,0,0.0,not allowed,not allowed
5890,1,1.0,0,0.0,not allowed,not allowed
5891,1,1.0,0,0.0,not allowed,not allowed
5892,5,5.0,0,0.0,not allowed,not allowed
5893,4,2.0,0,0.0,not allowed,not allowed
5894,4,2.0,0,0.0,not allowed,not allowed
5895,3,1.0,0,0.0,not allowed,not allowed
5896,1,1.0,0,0.0,not allowed,not allowed
5897,1,1.0,0,0.0,not allowed,not allowed
5898,3,2.0,0,0.0,not allowed,not allowed
5900,6,6.0,0,0.0,not allowed,not allowed
5901,2,1.0,0,0.0,not allowed,not allowed
5902,9,9.0,0,0.0,not allowed,not allowed
5903,3,1.0,0,0.0,not allowed,not allowed
5904,2,1.0,0,0.0,not allowed,not allowed
5905,5,5.0,0,0.0,not allowed,not allowed
5906,6,6.0,0,0.0,not allowed,not allowed
5907,3,1.0,0,0.0,not allowed,not allowed
5908,2,2.0,9472sf,9472.0,not allowed,not allowed
5909,3,1.0,12m,129.168,not allowed,not allowed
5910,2,1.0,0,0.0,not allowed,not allowed
5911,6,6.0,0,0.0,not allowed,not allowed
5912,3,1.0,0,0.0,not allowed,not allowed
5914,1,1.0,0,0.0,not allowed,not allowed
5915,2,2.0,0,0.0,not allowed,not allowed
5916,6,2.0,0,0.0,not allowed,not allowed
5917,6,1.0,0,0.0,not allowed,not allowed
5918,1,1.0,0,0.0,allowed,allowed
5919,4,2.0,0,0.0,not allowed,not allowed
5920,6,6.0,0,0.0,not allowed,not allowed
5921,1,1.0,431sf,431.0,not allowed,not allowed
5922,1,1.0,700sf,700.0,not allowed,not allowed
5924,2,2.0,0,0.0,not allowed,not allowed
5925,2,2.0,0,0.0,not allowed,not allowed
5926,7,3.0,0,0.0,not allowed,not allowed
5927,3,2.0,0,0.0,not allowed,not allowed
5928,3,3.0,0,0.0,not allowed,not allowed
5929,3,2.0,65m,699.66,not allowed,not allowed
5930,1,1.0,0,0.0,not allowed,not allowed
5931,1,1.0,0,0.0,not allowed,not allowed
5932,1,1.0,0,0.0,not allowed,not allowed
5933,1,2.0,0,0.0,not allowed,not allowed
5934,1,1.0,0,0.0,not allowed,not allowed
5935,1,1.0,0,0.0,not allowed,not allowed
5936,2,1.0,0,0.0,not allowed,not allowed
5938,2,1.0,0,0.0,not allowed,not allowed
5939,1,1.0,0,0.0,not allowed,not allowed
5940,2,1.0,0,0.0,not allowed,not allowed
5941,3,1.0,0,0.0,not allowed,not allowed
5942,3,2.0,60m,645.8399999999999,not allowed,not allowed
5943,5,3.0,0,0.0,not allowed,not allowed
5944,2,1.0,0,0.0,not allowed,not allowed
5945,1,1.0,0,0.0,not allowed,not allowed
5946,2,1.0,0,0.0,not allowed,not allowed
5948,3,2.0,0,0.0,not allowed,not allowed
5949,2,1.0,0,0.0,not allowed,not allowed
5950,2,1.0,603sf,603.0,allowed,allowed
5951,1,1.0,0,0.0,not allowed,not allowed
5952,1,1.0,0,0.0,not allowed,not allowed
5953,2,2.0,0,0.0,not allowed,not allowed
5954,2,2.0,0,0.0,not allowed,not allowed
5955,2,1.0,0,0.0,not allowed,not allowed
5956,2,1.0,0,0.0,not allowed,not allowed
5957,2,1.0,0,0.0,not allowed,not allowed
5958,2,1.0,0,0.0,not allowed,not allowed
5959,2,1.0,0,0.0,not allowed,not allowed
5960,2,1.0,0,0.0,not allowed,not allowed
5962,2,1.0,0,0.0,not allowed,not allowed
5963,6,2.0,0,0.0,not allowed,not allowed
5964,2,1.0,0,0.0,not allowed,not allowed
5965,1,1.0,0,0.0,not allowed,not allowed
5966,2,1.0,0,0.0,not allowed,not allowed
5967,3,3.0,0,0.0,not allowed,not allowed
5968,2,1.0,0,0.0,not allowed,not allowed
5969,2,2.0,0,0.0,not allowed,not allowed
5970,2,2.0,0,0.0,allowed,allowed
5972,2,1.0,0,0.0,not allowed,not allowed
5973,1,1.0,0,0.0,not allowed,not allowed
5974,2,1.0,0,0.0,not allowed,not allowed
5975,2,1.0,0,0.0,not allowed,not allowed
5976,3,3.0,0,0.0,not allowed,not allowed
5977,1,1.0,0,0.0,not allowed,not allowed
5978,1,1.0,0,0.0,not allowed,not allowed
5979,4,1.0,0,0.0,not allowed,not allowed
5980,2,1.0,850sf,850.0,not allowed,not allowed
5981,2,2.0,0,0.0,not allowed,not allowed
5982,2,2.0,0,0.0,not allowed,not allowed
5983,2,1.0,0,0.0,not allowed,not allowed
5984,3,1.0,0,0.0,not allowed,not allowed
5986,4,1.0,0,0.0,not allowed,not allowed
5987,1,1.0,0,0.0,not allowed,not allowed
5988,2,1.0,0,0.0,not allowed,not allowed
5989,3,1.0,0,0.0,not allowed,not allowed
5990,2,1.0,0,0.0,not allowed,not allowed
5991,2,2.0,0,0.0,not allowed,not allowed
5992,1,1.0,0,0.0,not allowed,not allowed
5993,2,1.0,0,0.0,not allowed,not allowed
5994,3,1.0,0,0.0,not allowed,not allowed
5996,1,1.0,0,0.0,not allowed,not allowed
5997,2,1.0,0,0.0,not allowed,not allowed
5998,4,1.0,0,0.0,not allowed,not allowed
5999,3,2.0,0,0.0,not allowed,not allowed
6000,2,1.0,0,0.0,not allowed,not allowed
6001,2,2.0,0,0.0,not allowed,not allowed
6002,2,1.0,0,0.0,not allowed,not allowed
6003,2,2.0,0,0.0,not allowed,not allowed
6004,2,1.0,0,0.0,not allowed,not allowed
6005,2,2.0,0,0.0,not allowed,not allowed
6006,2,2.0,0,0.0,not allowed,not allowed
6007,2,1.0,950sf,950.0,not allowed,not allowed
6008,2,2.0,0,0.0,allowed,allowed
6010,4,2.0,0,0.0,not allowed,not allowed
6011,3,2.0,0,0.0,not allowed,not allowed
6012,2,2.0,0,0.0,not allowed,not allowed
6013,1,1.0,0,0.0,not allowed,not allowed
6014,2,2.0,0,0.0,not allowed,not allowed
6015,3,1.0,0,0.0,not allowed,not allowed
6016,2,1.0,0,0.0,not allowed,not allowed
6017,5,5.0,0,0.0,not allowed,not allowed
6018,1,1.0,0,0.0,not allowed,not allowed
6020,2,1.0,0,0.0,not allowed,not allowed
6021,2,2.0,0,0.0,not allowed,not allowed
6022,2,1.0,0,0.0,not allowed,not allowed
6023,2,2.0,0,0.0,not allowed,not allowed
6024,2,1.0,0,0.0,not allowed,not allowed
6025,1,1.0,0,0.0,not allowed,not allowed
6026,1,1.0,70sf,70.0,not allowed,not allowed
6027,3,1.0,0,0.0,not allowed,not allowed
6028,1,1.0,0,0.0,not allowed,not allowed
6029,1,1.0,0,0.0,not allowed,not allowed
6030,1,1.0,0,0.0,not allowed,not allowed
6031,2,1.0,0,0.0,not allowed,not allowed
6032,3,2.0,0,0.0,not allowed,not allowed
6034,2,1.0,0,0.0,not allowed,not allowed
6035,3,1.0,0,0.0,not allowed,not allowed
6036,2,2.0,0,0.0,not allowed,not allowed
6037,3,2.0,0,0.0,not allowed,not allowed
6038,2,3.0,0,0.0,not allowed,not allowed
6039,2,1.0,0,0.0,not allowed,not allowed
6040,2,1.0,0,0.0,not allowed,not allowed
6041,3,3.0,0,0.0,not allowed,not allowed
6042,3,1.0,0,0.0,not allowed,not allowed
6044,1,1.0,0,0.0,not allowed,not allowed
6045,1,1.0,0,0.0,not allowed,not allowed
6046,2,1.0,0,0.0,not allowed,not allowed
6047,3,3.0,0,0.0,not allowed,not allowed
6048,1,1.0,0,0.0,not allowed,not allowed
6049,2,1.0,0,0.0,not allowed,not allowed
6050,1,1.0,0,0.0,not allowed,not allowed
6051,3,1.0,0,0.0,not allowed,not allowed
6052,2,1.0,0,0.0,not allowed,not allowed
6053,2,1.0,0,0.0,not allowed,not allowed
6054,2,1.0,0,0.0,not allowed,not allowed
6055,2,1.0,0,0.0,not allowed,not allowed
6056,1,1.0,0,0.0,not allowed,not allowed
6058,2,1.0,0,0.0,not allowed,not allowed
6059,5,1.0,0,0.0,not allowed,not allowed
6060,2,1.0,0,0.0,not allowed,not allowed
6061,1,1.0,0,0.0,not allowed,not allowed
6062,2,1.0,0,0.0,not allowed,not allowed
6063,3,1.0,0,0.0,not allowed,not allowed
6064,2,1.0,0,0.0,not allowed,not allowed
6065,2,2.0,0,0.0,not allowed,not allowed
6066,3,1.0,0,0.0,not allowed,not allowed
6068,2,1.0,0,0.0,not allowed,not allowed
6069,2,2.0,700sf,700.0,not allowed,not allowed
6070,4,2.0,0,0.0,not allowed,not allowed
6071,3,1.0,0,0.0,not allowed,not allowed
6072,3,3.0,0,0.0,not allowed,not allowed
6073,3,2.0,0,0.0,not allowed,not allowed
6074,2,2.0,0,0.0,not allowed,not allowed
6075,2,1.0,0,0.0,not allowed,not allowed
6076,2,3.0,0,0.0,not allowed,not allowed
6077,2,1.0,0,0.0,not allowed,not allowed
6078,2,2.0,0,0.0,allowed,allowed
6079,4,2.0,0,0.0,not allowed,not allowed
6080,2,1.0,0,0.0,not allowed,not allowed
6082,1,1.0,0,0.0,not allowed,not allowed
6083,2,2.0,0,0.0,not allowed,not allowed
6084,2,1.0,0,0.0,not allowed,not allowed
6085,2,2.0,0,0.0,not allowed,not allowed
6086,2,1.0,0,0.0,not allowed,not allowed
6087,2,1.0,0,0.0,not allowed,not allowed
6088,4,2.0,0,0.0,not allowed,not allowed
6089,2,2.0,0,0.0,not allowed,not allowed
6090,2,2.0,0,0.0,not allowed,not allowed
6092,1,1.0,0,0.0,not allowed,not allowed
6093,2,1.0,0,0.0,not allowed,not allowed
6094,2,2.0,0,0.0,not allowed,not allowed
6095,2,3.0,0,0.0,not allowed,not allowed
6096,2,1.0,0,0.0,not allowed,not allowed
6097,6,4.0,0,0.0,not allowed,not allowed
6098,2,1.0,0,0.0,not allowed,not allowed
6099,3,2.0,0,0.0,not allowed,not allowed
6100,1,1.0,0,0.0,not allowed,not allowed
6101,2,1.0,0,0.0,not allowed,not allowed
6102,3,2.0,0,0.0,not allowed,not allowed
6103,5,2.0,0,0.0,not allowed,not allowed
6104,2,1.0,0,0.0,not allowed,not allowed
6106,1,1.0,0,0.0,not allowed,not allowed
6107,4,2.0,0,0.0,not allowed,not allowed
6108,2,1.0,0,0.0,not allowed,not allowed
6109,1,1.0,0,0.0,not allowed,not allowed
6110,2,2.0,0,0.0,not allowed,not allowed
6111,2,1.0,0,0.0,not allowed,not allowed
6112,2,1.0,0,0.0,not allowed,not allowed
6113,3,1.0,0,0.0,not allowed,not allowed
6114,2,1.0,807sf,807.0,not allowed,not allowed
6116,3,2.0,0,0.0,not allowed,not allowed
6117,2,2.0,0,0.0,not allowed,not allowed
6118,2,1.0,0,0.0,not allowed,not allowed
6119,2,1.0,0,0.0,not allowed,not allowed
6120,1,1.0,650sf,650.0,not allowed,not allowed
6121,3,1.0,0,0.0,not allowed,not allowed
6122,3,1.0,0,0.0,not allowed,not allowed
6123,2,1.0,0,0.0,not allowed,not allowed
6124,4,2.0,0,0.0,not allowed,not allowed
6125,3,1.0,0,0.0,not allowed,not allowed
6126,1,1.0,0,0.0,not allowed,not allowed
6127,2,2.0,0,0.0,not allowed,not allowed
6128,2,2.0,0,0.0,not allowed,not allowed
6130,3,1.0,0,0.0,not allowed,not allowed
6131,2,1.0,0,0.0,not allowed,not allowed
6132,2,2.0,603sf,603.0,not allowed,not allowed
6133,2,2.0,0,0.0,not allowed,not allowed
6134,2,1.0,0,0.0,not allowed,not allowed
6135,3,2.0,0,0.0,not allowed,not allowed
6136,5,2.0,0,0.0,not allowed,not allowed
6137,1,1.0,0,0.0,not allowed,not allowed
6138,2,1.0,0,0.0,not allowed,not allowed
6140,2,2.0,0,0.0,not allowed,not allowed
6141,4,1.0,0,0.0,not allowed,not allowed
6142,1,1.0,0,0.0,not allowed,not allowed
6143,4,3.0,0,0.0,not allowed,not allowed
6144,3,2.0,0,0.0,not allowed,not allowed
6145,5,2.0,0,0.0,not allowed,not allowed
6146,3,2.0,77m,828.828,not allowed,not allowed
6147,2,1.0,900sf,900.0,not allowed,not allowed
6148,3,1.0,0,0.0,not allowed,not allowed
6149,2,1.0,0,0.0,not allowed,not allowed
6150,1,1.0,0,0.0,not allowed,not allowed
6151,2,1.0,0,0.0,not allowed,not allowed
6152,1,1.0,0,0.0,not allowed,not allowed
6154,1,1.0,0,0.0,not allowed,not allowed
6155,2,2.0,1300sf,1300.0,not allowed,not allowed
6156,1,,nan,,,
6157,2,1.0,0,0.0,not allowed,not allowed
6158,3,2.0,0,0.0,not allowed,not allowed
6159,2,2.0,0,0.0,not allowed,not allowed
6160,2,1.0,0,0.0,not allowed,not allowed
6161,3,1.0,0,0.0,not allowed,not allowed
6162,2,1.0,0,0.0,not allowed,not allowed
6164,2,1.0,0,0.0,not allowed,not allowed
6165,2,2.0,0,0.0,not allowed,not allowed
6166,2,2.0,0,0.0,not allowed,not allowed
6167,1,1.0,0,0.0,not allowed,not allowed
6168,2,1.0,0,0.0,not allowed,not allowed
6169,2,2.0,0,0.0,not allowed,not allowed
6170,1,1.0,0,0.0,not allowed,not allowed
6171,2,1.0,0,0.0,not allowed,not allowed
6172,1,1.0,0,0.0,not allowed,not allowed
6173,3,4.0,0,0.0,not allowed,not allowed
6174,1,1.0,0,0.0,not allowed,not allowed
6175,4,1.0,0,0.0,not allowed,not allowed
6176,4,2.0,0,0.0,not allowed,not allowed
6178,3,1.0,0,0.0,not allowed,not allowed
6179,3,1.0,0,0.0,not allowed,not allowed
6180,2,3.0,0,0.0,not allowed,not allowed
6181,2,1.0,0,0.0,not allowed,not allowed
6182,2,1.0,0,0.0,not allowed,not allowed
6183,3,1.0,0,0.0,not allowed,not allowed
6184,2,1.0,0,0.0,not allowed,not allowed
6185,1,1.0,0,0.0,not allowed,not allowed
6186,2,2.0,0,0.0,not allowed,not allowed
6188,2,1.0,0,0.0,not allowed,not allowed
6189,2,1.0,0,0.0,not allowed,not allowed
6190,4,4.0,0,0.0,not allowed,not allowed
6191,2,1.0,0,0.0,not allowed,not allowed
6192,2,1.0,0,0.0,not allowed,not allowed
6193,3,1.0,0,0.0,not allowed,not allowed
6194,1,1.0,0,0.0,not allowed,not allowed
6195,2,1.0,0,0.0,not allowed,not allowed
6196,2,1.0,0,0.0,not allowed,not allowed
6197,2,2.0,0,0.0,not allowed,not allowed
6198,1,1.0,0,0.0,not allowed,not allowed
6199,2,1.0,0,0.0,not allowed,not allowed
6200,4,2.0,0,0.0,not allowed,not allowed
6202,2,2.0,0,0.0,not allowed,not allowed
6203,2,1.0,0,0.0,not allowed,not allowed
6204,1,1.0,0,0.0,not allowed,not allowed
6205,2,2.0,807sf,807.0,not allowed,not allowed
6206,2,1.0,0,0.0,not allowed,not allowed
6207,2,1.0,0,0.0,not allowed,not allowed
6208,1,1.0,0,0.0,not allowed,not allowed
6209,2,1.0,0,0.0,not allowed,not allowed
6210,2,1.0,0,0.0,not allowed,not allowed
6212,4,1.0,0,0.0,not allowed,not allowed
6213,1,1.0,0,0.0,not allowed,not allowed
6214,2,2.0,0,0.0,not allowed,not allowed
6215,1,1.0,0,0.0,not allowed,not allowed
6216,4,1.0,0,0.0,not allowed,not allowed
6217,1,1.0,0,0.0,not allowed,not allowed
6218,3,1.0,0,0.0,not allowed,not allowed
6219,1,1.0,24m,258.336,not allowed,not allowed
6220,4,1.0,14m,150.696,not allowed,not allowed
6221,2,1.0,35m,376.73999999999995,not allowed,not allowed
6222,2,1.0,55m,592.02,not allowed,not allowed
6223,3,1.0,0,0.0,not allowed,not allowed
6224,1,1.0,0,0.0,not allowed,not allowed
6226,1,1.0,0,0.0,not allowed,not allowed
6227,1,1.0,25m,269.09999999999997,not allowed,not allowed
6228,5,1.0,13m,139.932,not allowed,not allowed
6229,1,1.0,20m,215.27999999999997,allowed,allowed
6230,4,1.0,0,0.0,not allowed,not allowed
6231,4,1.0,0,0.0,not allowed,not allowed
6232,1,1.0,0,0.0,not allowed,not allowed
6233,4,1.0,0,0.0,not allowed,not allowed
6234,2,1.0,14m,150.696,not allowed,not allowed
6236,2,1.0,14m,150.696,not allowed,not allowed
6237,1,1.0,18m,193.75199999999998,not allowed,not allowed
6238,1,1.0,14m,150.696,not allowed,not allowed
6239,1,1.0,0,0.0,not allowed,not allowed
6240,1,1.0,37m,398.268,allowed,allowed
6241,1,1.0,43m,462.852,not allowed,not allowed
6242,2,1.0,42m,452.08799999999997,not allowed,not allowed
6243,2,1.0,11m,118.404,not allowed,not allowed
6244,5,1.0,22m,236.808,not allowed,not allowed
6245,1,1.0,35m,376.73999999999995,not allowed,not allowed
6246,1,1.0,34m,365.976,not allowed,not allowed
6247,1,1.0,23m,247.57199999999997,not allowed,not allowed
6248,1,1.0,0,0.0,not allowed,not allowed
6250,2,1.0,25m,269.09999999999997,allowed,allowed
6251,2,1.0,67m,721.188,allowed,allowed
6252,1,1.0,23m,247.57199999999997,not allowed,not allowed
6253,1,1.0,46m,495.14399999999995,not allowed,not allowed
6254,1,1.0,0,0.0,not allowed,not allowed
6255,4,1.0,0,0.0,not allowed,not allowed
6256,2,1.0,48m,516.672,not allowed,not allowed
6257,2,1.0,200m,2152.7999999999997,allowed,allowed
6258,4,2.0,100m,1076.3999999999999,allowed,allowed
6260,1,1.0,24m,258.336,not allowed,not allowed
6261,6,1.0,0,0.0,not allowed,not allowed
6262,1,1.0,0,0.0,not allowed,not allowed
6263,2,1.0,63m,678.132,not allowed,not allowed
6264,1,1.0,40m,430.55999999999995,not allowed,not allowed
6265,1,1.0,77m,828.828,not allowed,not allowed
6266,1,1.0,42m,452.08799999999997,allowed,allowed
6267,1,1.0,26m,279.864,not allowed,not allowed
6268,1,1.0,18m,193.75199999999998,not allowed,not allowed
6269,1,1.0,0,0.0,not allowed,not allowed
6270,1,1.0,28m,301.392,not allowed,not allowed
6271,2,1.0,105m,1130.22,allowed,allowed
6272,2,1.0,92m,990.2879999999999,not allowed,not allowed
6274,3,1.0,24m,258.336,allowed,allowed
6275,3,1.0,21m,226.04399999999998,not allowed,not allowed
6276,1,1.0,0,0.0,not allowed,not allowed
6277,1,1.0,29m,312.156,not allowed,not allowed
6278,1,1.0,35m,376.73999999999995,not allowed,not allowed
6279,1,1.0,25m,269.09999999999997,not allowed,not allowed
6280,1,1.0,0,0.0,not allowed,not allowed
6281,2,1.0,0,0.0,not allowed,not allowed
6282,3,1.0,33m,355.212,not allowed,not allowed
6284,1,1.0,33m,355.212,not allowed,not allowed
6285,1,1.0,0,0.0,not allowed,not allowed
6286,1,1.0,0,0.0,not allowed,not allowed
6287,3,1.0,55m,592.02,not allowed,not allowed
6288,3,1.0,60m,645.8399999999999,not allowed,not allowed
6289,4,1.0,0,0.0,not allowed,not allowed
6290,1,1.0,33m,355.212,not allowed,not allowed
6291,1,1.0,47m,505.90799999999996,not allowed,not allowed
