City,Price,Rooms,Bathrooms,Area,Location,Amenities,Dogs_allowed,Cats_allowed,Deposite
Austin TX,"$36,840",4,4.0,unknown,"Austin, TX","['Air Conditioning', 'Parking', 'Pool', 'Dishwasher', 'Garden']",not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$3,200",2,1.0,"1,663sf","4361 South Congress Avenue, Austin, TX 78745, USA",[],not allowed,not allowed,0
Austin TX,"$4,750",1,1.5,"1,208sf","Austin State Supported Living Center, 2203 West 35th Street, Austin, TX 78703, USA",[],not allowed,not allowed,0
Austin TX,$992,2,2.0,810sf,"Austin, Milwood, TX, US",[],allowed,allowed,0
Austin TX,"$2,400",3,2.0,"1,375sf","1012 Bethel Way, Travis County, TX 78764, USA",[],not allowed,not allowed,0
Austin TX,"$3,000",3,2.0,"1,122sf","2603 Parker Ln, Unit B","['Storage', 'Dishwasher', 'Hardwood Floors']",allowed,allowed,"$3,000"
Austin TX,"$3,900",3,2.5,"2,517sf","13612 Bullick Hollow Road, Travis County, TX 78726, USA",[],not allowed,not allowed,0
Austin TX,"$6,000",4,2.0,unknown,"Austin, TX",['Air Conditioning'],not allowed,not allowed,0
Austin TX,"$9,510",1,1.0,unknown,"Austin, TX","['Air Conditioning', 'Parking', 'Pool', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$7,470",2,2.0,unknown,"Austin, TX","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$3,400",3,2.5,"2,037sf","4000 Ranch Road 620 North, Lakeway, TX 78734, USA",[],not allowed,not allowed,0
Austin TX,"$8,820",3,3.0,unknown,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$5,500",5,3.5,"2,710sf","714 East 45th Street, Austin, TX 78751, USA",[],not allowed,not allowed,0
Austin TX,"$3,480",1,1.0,365sf,"Austin, TX","['Air Conditioning', 'Elevator', 'Parking', 'Pool']",allowed,allowed,0
,,,,,,,,,
Austin TX,"$2,495",4,2.5,"2,396sf","13202 Marrero Drive, Williamson County, TX 78729, USA",[],not allowed,not allowed,0
Austin TX,"$2,300",3,2.0,"1,271sf","1425 Sir Thopas Trail, Austin, TX 78748, USA",[],not allowed,not allowed,0
Austin TX,"$3,295",5,3.5,"5,383sf","19909 Sap Cove, Pflugerville, TX 78664, USA",[],not allowed,not allowed,0
Austin TX,"$2,400",4,2.5,"2,380sf","5918 Mesa Verde Circle, Austin, TX 78749, USA",[],not allowed,not allowed,0
Austin TX,"$3,750",2,2.0,"1,048sf","Austin, TX","['Air Conditioning', 'Pool', 'Dishwasher']",allowed,allowed,0
Austin TX,"$1,999",3,2.0,"1,454sf","700 E Wells Branch Pkwy, Unit 7207","['Air Conditioning', 'Balcony', 'Dishwasher', 'Hardwood Floors', 'Pool']",allowed,allowed,0
Austin TX,"$42,270",7,3.0,"3,500sf","Austin, TX","['Air Conditioning', 'Balcony', 'Fireplace', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,$849,Studio,1.0,516sf,"Austin, Lakeshore, TX, US",[],allowed,allowed,0
Austin TX,"$1,600",2,1.0,588sf,"5601 Joe Sayers Avenue, Austin, TX 78756, USA",[],not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$5,970",2,2.0,"1,200sf","Austin, TX","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,"$3,600",3,2.0,"1,625sf","2214 Iva Ln, Unit A","['Dishwasher', 'Hardwood Floors']",allowed,allowed,"$3,600"
Austin TX,"$6,450",1,1.0,400sf,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$3,500",15,2.0,"1,955sf","1915 Robbins Place, Austin, TX 78705, USA",[],not allowed,not allowed,0
Austin TX,"$1,995",3,2.0,"1,089sf","2122 Hancock Drive, Austin, TX 78756, USA",[],not allowed,not allowed,0
Austin TX,"$6,318",2,1.0,"1,062sf","5933 East Riverside Drive, Austin, TX 78741, USA","['Dishwasher', 'Pool', 'Gym']",allowed,allowed,0
Austin TX,"$11,970",Studio,1.0,unknown,"Round Rock, TX","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,"$2,195",3,2.0,"1,562sf","15004 Antique Finish Drive, Travis County, TX 78766, USA",[],not allowed,not allowed,0
Austin TX,"$2,340",1,1.0,624sf,"Austin, TX","['Air Conditioning', 'Balcony']",not allowed,not allowed,0
Austin TX,"$3,295",3,1.0,"1,144sf","1706 Morrow Street, Austin, TX 78757, USA",[],not allowed,not allowed,0
Austin TX,"$2,185",3,2.5,"1,571sf","2001 Faro Drive, Austin, TX 78741, USA",[],not allowed,not allowed,0
Austin TX,"$12,150",1,1.0,731sf,"Austin, TX","['Air Conditioning', 'Balcony', 'Elevator', 'Pool', 'Dishwasher']",allowed,allowed,0
Austin TX,$945,1,1.0,750sf,"Austin, Wooten, TX, US",[],allowed,allowed,0
,,,,,,,,,
Austin TX,"$2,200",3,2.0,988sf,"5301 Ravensdale Lane, Austin, TX 78723, USA",[],not allowed,not allowed,0
Austin TX,"$3,300",2,2.5,"1,290sf","124 Cumberland Road, Austin, TX 78704, USA",[],not allowed,not allowed,0
Austin TX,"$7,380",2,2.0,"1,000sf","Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Pool', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,"$2,750",3,2.0,"1,439sf","7303 Loganberry Drive, Austin, TX 78745, USA",[],not allowed,not allowed,0
Austin TX,"$16,980",3,2.0,unknown,"Austin, TX","['Air Conditioning', 'Balcony', 'Elevator', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,"$5,100",1,1.0,600sf,"Round Rock, TX","['Air Conditioning', 'Parking', 'Pool', 'Garden']",not allowed,not allowed,0
Austin TX,"$7,410",3,2.0,"1,512sf","Austin, TX","['Air Conditioning', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$2,640",3,2.0,unknown,"Austin, TX",['Air Conditioning'],allowed,allowed,0
Austin TX,"$1,590",Studio,1.0,unknown,2017 Bluebonnet Lane,[],not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$3,200",4,2.5,"2,308sf","10511 Glass Mountain Trail, Austin, TX 78750, USA",[],not allowed,not allowed,0
Austin TX,"$4,350",1,1.0,1sf,"Austin, TX","['Air Conditioning', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$3,300",3,2.5,"1,570sf","3000 Speedway, Austin, TX 78705, USA",[],not allowed,not allowed,0
Austin TX,"$2,495",3,2.5,"1,859sf","Frankel Loop, Austin, TX 78691, USA",[],not allowed,not allowed,0
Austin TX,"$4,680",2,2.0,"1,141sf","Austin, TX","['Air Conditioning', 'Balcony', 'Elevator', 'Parking', 'Pool', 'Dishwasher']",allowed,allowed,0
Austin TX,"$43,110",4,3.0,"2,600sf","Austin, TX","['Air Conditioning', 'Balcony', 'Fireplace', 'Parking', 'Pool', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$3,450",1,1.5,912sf,"Cambridge Tower, 1801 Lavaca Street, Austin, TX 78701, USA",[],not allowed,not allowed,0
Austin TX,"$5,550",Studio,1.0,unknown,"Austin, TX",['Air Conditioning'],not allowed,not allowed,0
Austin TX,"$10,350",4,2.0,unknown,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$4,560",4,2.0,"1,800sf","Del Valle High School, 5201 Ross Road, Austin, TX 78617, USA","['Air Conditioning', 'Parking', 'Pool', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$3,800",4,2.0,"2,173sf","1726 Chasewood Drive, Austin, TX 78727, USA",[],not allowed,not allowed,0
Austin TX,"$48,480",6,6.0,"6,100sf","Austin, TX","['Air Conditioning', 'Balcony', 'Fireplace', 'Parking', 'Pool', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,"$1,895",2,2.0,"1,023sf","Milwood Trail, Austin, TX, USA",[],not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$16,500",3,2.0,"1,575sf","Austin, TX","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
Austin TX,"$1,900",2,1.0,841sf,"3212 Red River Street, Austin, TX 78722, USA",[],not allowed,not allowed,0
Austin TX,"$9,000",Studio,1.0,unknown,"Pflugerville, TX","['Air Conditioning', 'Parking', 'Pool', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$7,110",Studio,1.0,unknown,"Volente, TX","['Air Conditioning', 'Parking', 'Pool', 'Garden']",not allowed,not allowed,0
Austin TX,"$5,495",4,3.5,"2,753sf","1407 E M Franklin Avenue, Austin, TX 78723, USA",[],not allowed,not allowed,0
Austin TX,"$1,650",Studio,1.0,unknown,"8910 Schick Road, Austin, TX 78729, USA",[],not allowed,not allowed,0
Austin TX,$899,Studio,1.0,unknown,"Econo Lodge North Austin, Camino La Costa, Austin, TX 78752, USA",['Student Friendly'],not allowed,not allowed,0
Austin TX,"$3,700",2,2.0,"1,052sf","3809 Valley View Road, Austin, TX 78704, USA",[],not allowed,not allowed,0
Austin TX,"$4,800",4,3.0,"1,661sf","1216 Delano Street, Austin, TX 78721, USA",[],not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$2,250",3,2.0,"1,388sf","6903 Circle S Road, Austin, TX 78745, USA",[],not allowed,not allowed,0
Austin TX,"$3,475",2,2.5,"2,223sf","2119 Frate Barker Road, Austin, TX 78748, USA",[],not allowed,not allowed,0
Austin TX,"$8,580",4,2.0,unknown,"Austin, TX","['Air Conditioning', 'Fireplace', 'Parking', 'Dishwasher']",allowed,allowed,0
Austin TX,"$5,400",4,3.0,"2,205sf","312 West 37th Street, Austin, TX 78705, USA",[],not allowed,not allowed,0
Austin TX,"$7,740",3,3.0,"2,220sf","Red River St, Unit 2811","['Storage', 'Balcony', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Accessible', 'Pool']",allowed,allowed,$350
Austin TX,"$4,000",3,2.0,"1,229sf","1207 Romeria Drive, Austin, TX 78757, USA",[],not allowed,not allowed,0
Austin TX,"$2,220",1,1.0,630sf,"Austin, TX","['Air Conditioning', 'Parking', 'Pool', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$2,481",1,1.0,817sf,507 Pressler Street,[],allowed,allowed,0
Austin TX,$725,1,1.0,unknown,"5105 Spruce Cove, Austin, TX 78744, USA",[],not allowed,not allowed,0
Austin TX,$849,1,1.0,unknown,"Austin, North Shoal Creek, TX, US",[],allowed,allowed,0
Austin TX,"$2,200",4,2.0,"1,355sf","1009 Alden Drive, Austin, TX 78758, USA",[],not allowed,not allowed,0
Austin TX,"$4,950",2,2.0,880sf,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Pool', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$38,130",9,6.0,unknown,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher']",not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$3,000",2,2.5,"1,566sf","1500 Elton Lane, Austin, TX 78703, USA",[],not allowed,not allowed,0
Austin TX,"$1,495",2,2.0,920sf,"9508 Kempler Drive, Austin, TX 78748, USA",[],not allowed,not allowed,0
Austin TX,"$3,500",6,4.0,"3,427sf","727 Pioneer Grove, Round Rock, TX 78665, USA",[],not allowed,not allowed,0
Austin TX,"$4,410",3,3.0,"1,300sf","Austin, TX","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Austin TX,"$2,970",1,1.0,535sf,"Austin, TX","['Air Conditioning', 'Balcony', 'Elevator', 'Parking', 'Dishwasher']",allowed,allowed,0
Austin TX,$690,Studio,1.0,unknown,"TX, US",[],allowed,allowed,0
Austin TX,"$4,470",1,1.0,790sf,"Austin, TX","['Air Conditioning', 'Fireplace', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Austin TX,"$2,300",Studio,1.0,unknown,"1509 West 29th Street, Austin, TX 78799, USA",[],not allowed,not allowed,0
Austin TX,"$2,500",3,2.5,"1,968sf","1490 Falconer Way, Manchaca, Travis County, TX 78748, USA",[],not allowed,not allowed,0
,,,,,,,,,
Austin TX,"$7,470",3,2.0,unknown,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking', 'Pool', 'Dishwasher']",allowed,allowed,0
Austin TX,"$4,080",Studio,1.0,500sf,"Austin, TX","['Air Conditioning', 'Balcony', 'Parking']",not allowed,not allowed,0
Austin TX,"$3,990",Studio,1.0,unknown,"Austin, TX","['Air Conditioning', 'Parking', 'Garden']",allowed,allowed,0
Austin TX,"$3,000",1,1.0,480sf,"Austin, TX",[],not allowed,not allowed,0
Austin TX,"$1,530",1,1.0,581sf,"Austin, TX, 78741","['Air Conditioning', 'Elevator', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,$950,1,1.0,626sf,"290 South Elmwood Avenue, Buffalo, NY 14201, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,550",3,1.0,"1,300sf","439 University Avenue, Unit Upper Unit",['Hardwood Floors'],allowed,not allowed,"$1,550"
Buffalo NY,"$3,500",2,2.0,990sf,"City Centre Condominiums, Main Street, Buffalo, NY 14264, USA",[],not allowed,not allowed,0
Buffalo NY,$900,1,1.0,"1,688sf","351 Roesch Avenue, Buffalo, NY 14207, USA",[],not allowed,not allowed,0
Buffalo NY,"$4,260",2,2.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,"$1,900",1,1.0,"5,150sf","The Buffalo Institute for Contemporary Art (BICA), Essex Street, Buffalo, NY 14213, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,200",1,1.0,617sf,"66 Tracy Street, Buffalo, NY 14201, USA",[],not allowed,not allowed,0
Buffalo NY,"$4,080",2,1.0,920sf,"Buffalo, NY",['Parking'],allowed,allowed,0
,,,,,,,,,
Buffalo NY,"$1,400",3,1.0,"1,500sf","15 Rugby Road, Unit Lower",['Hardwood Floors'],not allowed,not allowed,"$1,400"
Buffalo NY,"$5,670",3,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Buffalo NY,$950,Studio,1.0,500sf,"56 Trinity Place, Buffalo, NY 14201, USA",[],not allowed,not allowed,0
Buffalo NY,"$3,240",3,1.0,unknown,"Buffalo, NY","['Parking', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$1,550",2,1.0,unknown,"78 Kirkwood Drive, Buffalo, NY 14224, USA",[],not allowed,not allowed,0
Buffalo NY,$800,Studio,1.0,315sf,"58 Trinity Place, Buffalo, NY 14201, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,595",4,1.0,unknown,310 Pratt St,"['Dishwasher', 'Parking']",allowed,allowed,"$1,595"
Buffalo NY,"$2,580",1,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking']",not allowed,not allowed,0
Buffalo NY,"$8,550",Studio,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher']",not allowed,not allowed,0
,,,,,,,,,
Buffalo NY,"$1,674",1,1.0,unknown,"Buffalo, NY, US","['Washer/Dryer In Unit', 'Garden', 'Parking']",not allowed,not allowed,$251
Buffalo NY,"$1,200",2,1.0,"1,217sf","1168 Tonawanda Street, Buffalo, NY 14207, USA",[],not allowed,not allowed,0
Buffalo NY,"$7,500",6,3.0,unknown,"Buffalo, NY","['Air Conditioning', 'Balcony', 'Fireplace', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$2,300",2,1.5,"1,400sf","1017 Lafayette Avenue, Buffalo, NY 14209, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,100",3,1.0,"1,276sf","46 Roanoke Parkway, Buffalo, NY 14210, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,350",3,1.0,"2,376sf","15 Stratford Road, Buffalo, NY 14216, USA",[],not allowed,not allowed,0
Buffalo NY,"$7,500",2,2.0,unknown,"Buffalo, NY","['Air Conditioning', 'Dishwasher']",allowed,allowed,0
Buffalo NY,"$2,520",3,1.0,unknown,"Buffalo, NY",['Parking'],allowed,allowed,0
Buffalo NY,"$4,170",Studio,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,$625,2,1.0,unknown,407 Norwood Ave,['Dishwasher'],not allowed,not allowed,$625
Buffalo NY,"$7,500",2,1.0,unknown,"Buffalo, NY",['Air Conditioning'],allowed,allowed,0
Buffalo NY,"$15,960",3,3.0,999sf,"Buffalo, NY","['Air Conditioning', 'Elevator', 'Parking', 'Pool', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$1,710",1,1.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
,,,,,,,,,
Buffalo NY,"$4,050",2,1.0,"1,000sf","Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$6,000",2,1.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,"$2,050",3,1.0,"1,350sf","357 Hudson Street, Unit Upper","['Storage', 'Air Conditioning', 'Hardwood Floors']",not allowed,allowed,"$2,050"
Buffalo NY,$850,2,1.0,"1,901sf","90 Erb Street, Buffalo, NY 14215, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,875",3,1.0,"2,352sf","891 Richmond Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
Buffalo NY,"$3,750",3,1.0,"1,400sf","Buffalo, NY","['Air Conditioning', 'Parking']",not allowed,not allowed,0
Buffalo NY,"$1,295",3,1.0,"1,250sf","63 Germain Street, Buffalo, NY 14207, USA",[],not allowed,not allowed,0
Buffalo NY,"$3,930",4,1.0,"1,450sf","Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$2,150",1,1.0,"1,000sf","612 Lafayette Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
,,,,,,,,,
Buffalo NY,"$2,000",4,1.0,"1,360sf","89 Lisbon Avenue, Buffalo, NY 14214, USA",[],not allowed,not allowed,0
Buffalo NY,"$4,950",3,1.0,unknown,"Buffalo, NY",['Air Conditioning'],allowed,allowed,0
Buffalo NY,"$3,250",2,2.5,"1,505sf","346 Bird Avenue, Buffalo, NY 14213, USA",[],not allowed,not allowed,0
Buffalo NY,"$5,220",1,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$2,910",1,1.0,unknown,"Buffalo, NY",[],allowed,allowed,0
Buffalo NY,"$3,900",4,2.5,"2,640sf","104 Richmond Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
Buffalo NY,"$36,810",3,2.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,"$6,300",3,2.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher']",allowed,allowed,0
Buffalo NY,"$1,900",1,1.0,"38,606sf","918 Main Street, Buffalo, NY 14202, USA",[],not allowed,not allowed,0
Buffalo NY,"$2,600",Studio,1.0,unknown,"655 Lafayette Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
Buffalo NY,"$5,040",2,1.0,650sf,"Buffalo, NY","['Air Conditioning', 'Balcony', 'Parking']",allowed,allowed,0
Buffalo NY,"$1,600",3,1.0,"1,100sf","302 Plymouth Avenue, Buffalo, NY 14213, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,250",1,1.0,"4,503sf","370 Bryant Street, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
,,,,,,,,,
Buffalo NY,"$1,700",2,1.0,"5,386sf","4 Wadsworth Street, Buffalo, NY 14201, USA",[],not allowed,not allowed,0
Buffalo NY,"$1,400",3,1.0,"1,335sf","20 Medford Place, Unit Lower",[],not allowed,not allowed,0
Buffalo NY,"$1,400",2,1.0,"1,764sf","383 Victoria Boulevard, Buffalo, NY 14217, USA",[],not allowed,not allowed,0
Buffalo NY,"$5,940",Studio,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Fireplace']",allowed,allowed,0
Buffalo NY,"$4,260",Studio,1.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,"$1,695",3,1.0,"1,250sf","6 Stratford Rd, Unit Lower","['Storage', 'Dishwasher', 'Hardwood Floors']",not allowed,not allowed,"$1,695"
Buffalo NY,"$3,300",2,2.5,"1,532sf","406 Lakefront Boulevard, Buffalo, NY 14202, USA",[],not allowed,not allowed,0
Buffalo NY,"$3,000",Studio,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$4,000",3,2.5,"3,121sf","18 Harbour Pointe Common, Buffalo, NY 14202, USA",[],not allowed,not allowed,0
,,,,,,,,,
Buffalo NY,"$11,070",Studio,1.0,unknown,"Town of Tonawanda, NY, 14217",['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,"$1,100",1,1.0,"3,987sf","63 Kingston Place, Buffalo, NY 14210, USA",[],not allowed,not allowed,0
Buffalo NY,"$3,390",2,1.0,900sf,"Buffalo, NY","['Air Conditioning', 'Parking']",not allowed,not allowed,0
Buffalo NY,"$6,870",3,2.0,unknown,"Buffalo, NY",['Dishwasher'],not allowed,not allowed,0
Buffalo NY,"$3,780",Studio,1.0,unknown,614 Fulton St.,['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,$600,5,2.0,unknown,79 Meech Street,"['Dishwasher', 'Hardwood Floors']",not allowed,allowed,$600
Buffalo NY,"$1,800",3,1.0,"1,100sf","116 Springville Avenue, Grover Cleveland Terrace, Buffalo, NY 14226, USA","['Parking', 'Air Conditioning', 'Hardwood Floors', 'Fireplace', 'Roof Deck', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$11,190",4,3.0,"2,700sf","Buffalo, NY","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$4,320",4,1.0,unknown,"Buffalo, NY",[],not allowed,not allowed,0
Buffalo NY,"$1,800",2,1.0,unknown,156 Englewood Ave,[],not allowed,not allowed,"$1,800"
Buffalo NY,"$3,750",2,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$1,500",3,1.0,"1,200sf",158 Chadduck Avenue,"['Fireplace', 'Parking']",not allowed,not allowed,"$1,500"
Buffalo NY,"$8,250",3,1.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
,,,,,,,,,
Buffalo NY,"$2,500",5,1.0,unknown,13 Winter St,['Parking'],allowed,not allowed,"$2,500"
Buffalo NY,"$1,900",3,1.0,"3,532sf","46 Atlantic Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
Buffalo NY,"$3,060",1,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking']",allowed,allowed,0
Buffalo NY,"$3,450",1,1.0,850sf,"Buffalo, NY","['Balcony', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
Buffalo NY,"$1,600",1,1.0,713sf,"The Delaware Tower Parking Garage, Highland Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
Buffalo NY,"$2,000",2,1.0,"3,462sf","445 Ashland Avenue, Buffalo, NY 14222, USA",[],not allowed,not allowed,0
Buffalo NY,"$5,400",3,1.0,unknown,"Buffalo, NY",['Air Conditioning'],not allowed,not allowed,0
Buffalo NY,"$8,790",4,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$6,570",3,3.0,"1,900sf","Buffalo, NY","['Air Conditioning', 'Fireplace', 'Parking', 'Dishwasher', 'Garden']",allowed,allowed,0
,,,,,,,,,
Buffalo NY,"$2,730",3,1.0,"2,000sf","Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$2,500",Studio,0.5,"3,348sf","1119 Sycamore Street, Buffalo, NY 14212, USA",[],not allowed,not allowed,0
Buffalo NY,"$2,100",3,1.0,"1,222sf","42 Alden Avenue, Buffalo, NY 14216, USA",[],not allowed,not allowed,0
Buffalo NY,"$2,580",1,1.0,700sf,"Buffalo, NY","['Air Conditioning', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Buffalo NY,"$1,150",4,1.0,"2,260sf","618 Minnesota Avenue, Buffalo, NY 14215, USA",[],not allowed,not allowed,0
Buffalo NY,"$5,970",2,1.0,950sf,"Buffalo, NY","['Air Conditioning', 'Balcony', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$14,220",5,2.0,unknown,"Buffalo, NY","['Air Conditioning', 'Dishwasher', 'Garden']",allowed,allowed,0
Buffalo NY,"$3,090",2,1.0,unknown,"Buffalo, NY","['Air Conditioning', 'Dishwasher']",not allowed,not allowed,0
Buffalo NY,"$3,960",2,1.0,"1,200sf","Buffalo, NY","['Air Conditioning', 'Parking']",allowed,allowed,0
Buffalo NY,"$4,620",1,1.0,400sf,"Buffalo, NY","['Air Conditioning', 'Parking', 'Garden']",not allowed,not allowed,0
